,user_id,item_id,review_date,rented for,category,size,fit,height_inches,weight,age,rating
79,8,3927,2017-12-26,2,54,5,2,12,27,14,5
80,9,1137,2014-01-08,5,21,23,1,6,90,41,5
81,9,1721,2014-01-14,5,17,23,3,6,90,41,5
82,9,5490,2016-01-21,5,46,27,1,6,90,41,5
83,9,1535,2017-03-24,5,17,27,1,6,90,41,5
84,9,1540,2017-03-24,7,46,27,3,6,90,41,5
85,9,1713,2017-10-16,7,46,31,1,6,90,41,5
86,10,957,2014-03-28,7,21,12,2,10,43,16,5
87,10,460,2015-01-06,5,47,16,3,10,43,16,4
88,10,4279,2015-01-06,3,47,9,1,10,43,16,4
89,10,2100,2015-01-08,5,47,16,3,10,43,16,4
90,10,1869,2015-06-25,7,21,12,1,10,43,16,4
91,10,1056,2016-03-30,7,17,12,1,10,43,16,5
92,11,1961,2015-02-10,5,46,9,1,5,21,19,5
93,11,4640,2015-05-12,7,43,5,1,5,21,19,4
94,11,4925,2015-08-25,7,17,9,3,5,21,19,5
95,11,126,2015-09-01,7,17,9,3,5,21,19,5
96,11,4245,2015-10-06,7,21,5,1,5,21,19,4
97,11,595,2015-10-28,5,46,9,1,5,21,19,5
98,11,69,2016-01-21,5,17,9,1,5,21,19,5
99,11,2451,2016-09-07,2,45,9,2,5,21,19,4
100,11,3484,2016-09-07,2,45,9,1,5,21,19,4
101,11,104,2017-10-31,7,17,5,1,5,21,19,5
102,11,2085,2017-10-31,4,17,5,1,5,21,19,5
103,11,3738,2017-10-31,2,45,5,1,5,21,19,5
104,11,4661,2017-10-31,7,46,5,1,5,21,19,5
105,12,1197,2016-04-19,2,17,5,2,11,42,12,3
106,12,5356,2016-05-19,2,17,5,1,11,42,12,5
107,12,1909,2016-06-03,2,17,5,2,11,42,12,5
108,12,2378,2016-07-12,2,45,5,1,11,42,12,5
109,12,2383,2016-07-27,2,45,5,1,11,42,12,5
110,12,3675,2017-06-27,5,62,5,1,11,42,12,4
111,12,5452,2017-06-27,2,17,5,1,11,42,12,5
112,12,1792,2017-07-06,5,17,5,3,11,42,12,4
113,13,1710,2016-10-28,8,46,14,1,11,37,31,5
114,13,2513,2016-10-28,7,27,9,1,11,37,31,4
115,13,4967,2016-10-28,8,17,9,3,11,37,31,3
116,13,5111,2016-10-28,7,46,9,1,11,37,31,4
117,13,5128,2016-10-28,8,17,9,2,11,37,31,3
118,13,1065,2017-01-25,8,17,9,1,11,37,31,5
119,13,121,2017-08-10,8,17,9,1,11,37,31,4
120,14,1299,2016-01-02,3,21,20,1,11,43,50,5
121,14,5252,2016-01-10,5,46,20,1,11,43,50,5
122,14,1404,2016-05-30,7,17,16,3,11,43,50,5
123,14,242,2017-01-04,3,21,16,1,11,43,50,5
124,14,450,2017-01-04,3,21,16,1,11,43,50,5
125,14,568,2017-10-11,7,17,16,1,11,43,50,4
126,15,1328,2016-10-31,7,21,13,1,12,44,15,5
127,15,1057,2016-11-14,7,17,9,3,12,44,15,4
128,15,4625,2016-11-14,7,17,14,1,12,44,15,5
129,15,2135,2016-12-07,2,24,14,3,12,44,15,5
130,15,3869,2016-12-07,2,24,14,3,12,44,15,5
131,15,4840,2016-12-28,3,21,10,1,12,44,15,5
132,15,24,2017-02-13,7,21,12,3,12,44,15,4
133,15,2062,2017-02-13,7,21,8,1,12,44,15,5
134,16,588,2016-07-12,5,17,23,3,8,62,19,5
135,16,1667,2016-07-12,1,46,16,3,8,62,19,4
136,16,3730,2016-08-02,7,17,16,1,8,62,19,5
137,16,1197,2016-10-30,5,17,12,1,8,62,19,4
138,16,4505,2016-10-30,7,17,12,1,8,62,19,5
139,16,4255,2017-07-05,5,33,16,1,8,62,19,5
140,16,4672,2017-07-05,5,17,14,2,8,62,19,5
141,16,5458,2017-12-05,5,17,14,1,8,62,19,5
142,17,5445,2014-08-08,5,46,2,2,3,22,17,4
143,17,2051,2015-07-13,5,17,2,3,3,22,17,4
144,17,4179,2015-07-13,7,17,2,2,3,22,17,3
145,17,4652,2015-07-13,1,46,2,1,3,22,17,5
146,17,5024,2017-04-25,3,17,5,3,3,22,17,5
147,17,4865,2017-05-02,4,17,9,1,3,22,17,5
148,18,1152,2015-10-20,5,17,5,1,12,34,14,4
149,18,2608,2015-11-16,5,27,10,3,12,34,14,3
150,18,667,2016-03-29,3,21,10,3,12,34,14,5
151,18,4595,2016-11-27,5,17,9,1,12,34,14,4
152,18,512,2017-06-08,7,17,9,1,12,34,14,5
153,19,957,2016-04-18,3,21,22,1,7,62,29,4
154,19,5029,2016-04-18,3,21,23,1,7,62,29,3
155,19,1044,2016-05-02,3,21,22,1,7,62,29,4
156,19,1495,2016-05-02,3,21,23,1,7,62,29,5
157,19,4215,2016-05-05,2,17,23,2,7,62,29,5
158,19,883,2016-06-16,5,17,14,1,7,62,29,5
159,20,2017,2016-05-17,7,17,9,1,12,49,15,4
160,20,4288,2017-01-19,5,46,12,3,12,49,15,5
161,20,1564,2017-08-01,7,17,9,1,12,49,15,4
162,20,2487,2017-08-01,7,17,9,1,12,49,15,5
163,20,4448,2017-08-01,5,47,5,2,12,49,15,4
164,20,5383,2017-08-01,5,17,9,1,12,49,15,5
165,21,15,2015-09-14,7,17,5,3,7,32,15,3
166,21,2451,2015-09-14,5,45,9,1,7,32,15,4
167,21,644,2015-11-18,7,21,9,3,7,32,15,5
168,21,3237,2015-12-08,2,24,3,1,7,32,15,5
169,21,677,2016-02-04,3,17,5,1,7,32,15,5
170,22,604,2016-10-17,7,17,16,1,7,62,20,5
171,22,3344,2016-10-17,2,27,14,1,7,62,20,5
172,22,4120,2016-10-17,2,17,20,1,7,62,20,5
173,22,3058,2017-01-03,5,3,20,1,7,62,20,5
174,22,2624,2017-01-05,5,62,20,1,7,62,20,5
175,23,92,2017-12-12,7,17,9,1,12,32,16,4
176,23,122,2017-12-12,2,17,5,1,12,32,16,5
177,23,462,2017-12-12,5,17,5,1,12,32,16,5
178,23,2155,2017-12-12,1,62,9,1,12,32,16,2
179,23,2297,2017-12-12,2,11,9,1,12,32,16,5
180,23,2494,2017-12-12,2,54,9,1,12,32,16,4
181,23,2711,2017-12-12,2,62,9,3,12,32,16,4
182,23,3083,2017-12-12,2,5,9,1,12,32,16,5
183,23,3283,2017-12-12,2,54,9,1,12,32,16,4
184,23,5438,2017-12-12,1,17,5,3,12,32,16,5
185,24,5168,2016-04-10,4,17,12,1,7,36,20,5
186,24,1295,2016-05-17,7,21,12,1,7,36,20,5
187,24,701,2016-06-06,7,21,9,3,7,36,20,5
188,24,3029,2016-07-06,5,27,14,1,7,36,20,4
189,24,4799,2016-07-06,7,21,12,1,7,36,20,5
190,25,1514,2013-10-14,7,17,12,3,8,37,19,4
191,25,1452,2014-02-14,3,46,9,1,8,37,19,5
192,25,486,2015-03-31,4,17,12,1,8,37,19,5
193,25,5008,2015-10-16,5,17,12,1,8,37,19,5
194,25,4133,2015-11-29,5,50,9,1,8,37,19,5
195,25,5436,2015-12-24,7,21,9,1,8,37,19,5
196,26,5038,2016-11-29,8,17,23,2,14,58,32,5
197,26,3158,2017-02-22,5,50,20,1,14,58,32,5
198,26,62,2017-03-02,5,17,20,1,14,58,32,4
199,26,1043,2017-03-02,3,17,25,3,14,58,32,5
200,26,3980,2017-03-02,8,16,20,3,14,58,32,5
201,26,4014,2017-03-02,3,50,25,3,14,58,32,5
202,26,4332,2017-03-02,5,17,23,2,14,58,32,4
203,26,5157,2017-03-02,5,17,23,1,14,58,32,4
204,26,5237,2017-03-02,8,17,23,1,14,58,32,4
205,27,1783,2017-07-14,8,17,9,3,13,42,18,4
206,27,4510,2017-07-14,8,17,9,2,13,42,18,4
207,27,1567,2017-07-17,8,17,9,1,13,42,18,5
208,27,4185,2017-07-18,8,17,9,1,13,42,18,5
209,27,1484,2017-07-28,8,17,9,1,13,42,18,5
210,27,1686,2017-07-28,8,17,9,1,13,42,18,5
211,28,1112,2013-01-06,3,35,9,1,9,37,34,4
212,28,1387,2015-10-12,3,46,5,1,9,37,34,5
213,28,1259,2015-10-25,3,17,5,2,9,37,34,4
214,28,1562,2015-10-25,3,17,9,2,9,37,34,3
215,28,4373,2016-01-01,3,17,9,2,9,37,34,3
216,28,969,2016-03-01,6,17,5,1,9,37,34,5
217,28,1514,2016-03-01,6,17,5,1,9,37,34,4
218,28,797,2016-03-20,3,46,5,1,9,37,34,5
219,28,3958,2016-11-20,3,21,9,1,9,37,34,5
220,28,1989,2017-01-06,3,17,5,1,9,37,34,5
221,28,3849,2017-02-26,3,27,9,3,9,37,34,4
222,29,4303,2016-07-20,8,17,12,1,9,37,27,5
223,29,3344,2016-08-03,2,27,9,1,9,37,27,5
224,29,3131,2016-08-12,5,27,12,1,9,37,27,5
225,29,115,2016-10-05,5,17,16,1,9,37,27,5
226,29,1055,2016-10-05,7,21,16,3,9,37,27,5
227,30,1319,2014-10-15,7,21,9,1,8,37,18,5
228,30,1020,2014-11-05,7,17,9,1,8,37,18,5
229,30,3168,2015-05-13,2,45,9,1,8,37,18,5
230,30,2288,2015-05-20,2,50,5,1,8,37,18,2
231,30,3550,2015-06-09,5,27,9,3,8,37,18,1
232,31,1080,2016-12-27,2,17,20,2,8,90,12,5
233,31,240,2017-08-10,4,21,29,1,8,90,12,5
234,31,763,2017-08-10,4,17,29,2,8,90,12,5
235,31,1222,2017-08-10,4,46,29,3,8,90,12,5
236,31,3329,2017-08-10,4,17,29,1,8,90,12,5
237,31,3572,2017-08-10,4,27,29,1,8,90,12,5
238,31,4897,2017-08-10,4,17,33,1,8,90,12,5
239,31,4946,2017-08-10,4,17,29,2,8,90,12,5
240,31,5470,2017-08-10,4,17,29,2,8,90,12,5
241,31,5182,2017-08-15,4,17,29,1,8,90,12,5
242,31,3495,2017-09-13,8,62,25,2,8,90,12,5
243,32,1124,2016-09-01,1,17,16,1,5,29,23,5
244,32,4247,2016-11-18,7,17,12,3,5,29,23,5
245,32,2804,2017-07-24,1,33,14,2,5,29,23,5
246,32,4109,2017-07-24,1,62,12,3,5,29,23,3
247,32,5113,2017-07-24,5,17,14,3,5,29,23,1
248,32,2292,2017-07-31,2,62,14,1,5,29,23,1
249,32,3754,2017-08-11,8,62,14,1,5,29,23,5
250,32,4294,2017-08-11,4,17,14,1,5,29,23,5
251,32,2483,2017-08-22,2,62,14,1,5,29,23,5
252,33,5098,2016-09-06,5,17,9,1,6,25,24,5
253,33,5317,2016-10-03,8,17,9,2,6,25,24,4
254,33,3147,2017-08-06,2,45,5,1,6,25,24,4
255,33,3163,2017-10-16,8,50,5,1,6,25,24,3
256,33,5100,2017-10-16,2,17,5,1,6,25,24,4
257,34,5491,2016-12-06,5,46,14,3,15,57,20,5
258,34,797,2017-03-28,5,46,9,1,15,57,20,5
259,34,2876,2017-03-28,5,17,9,2,15,57,20,5
260,34,4810,2017-03-28,4,17,9,2,15,57,20,4
261,34,5304,2017-10-08,4,17,9,3,15,57,20,2
262,35,3963,2015-09-06,5,21,12,3,10,62,18,4
263,35,1912,2016-03-13,7,46,12,1,10,62,18,5
264,35,1806,2016-08-10,7,46,16,1,10,62,18,4
265,35,4776,2016-08-10,5,17,14,1,10,62,18,4
266,35,28,2016-11-06,7,17,16,1,10,62,18,3
267,35,4737,2016-11-06,7,17,16,1,10,62,18,5
268,35,5384,2017-08-24,5,17,20,1,10,62,18,4
269,36,1588,2013-09-16,1,17,16,1,7,44,27,5
270,36,1647,2013-09-16,1,17,16,1,7,44,27,4
271,36,1795,2014-05-15,5,17,9,1,7,44,27,5
272,36,1823,2014-06-17,5,17,9,1,7,44,27,5
273,36,1475,2015-02-03,7,21,9,1,7,44,27,5
274,36,662,2015-11-17,5,17,9,1,7,44,27,5
275,36,211,2016-03-15,1,47,5,2,7,44,27,5
276,36,2240,2017-10-01,1,45,20,1,7,44,27,5
277,37,1665,2016-06-03,7,46,20,1,9,52,26,4
278,37,1987,2016-06-03,8,17,23,1,9,52,26,5
279,37,4163,2016-06-03,2,47,20,1,9,52,26,4
280,37,1567,2016-06-15,8,17,23,1,9,52,26,4
281,37,4869,2016-06-15,8,17,23,1,9,52,26,4
282,38,5361,2015-06-09,7,21,2,1,9,27,17,5
283,38,252,2017-09-05,5,17,5,2,9,27,17,3
284,38,3758,2017-09-05,5,27,2,1,9,27,17,4
285,38,79,2017-10-10,2,17,2,1,9,27,17,5
286,38,2436,2017-10-10,8,48,5,2,9,27,17,4
287,38,2904,2017-10-10,2,24,5,1,9,27,17,5
288,39,1829,2015-09-09,7,17,5,2,7,47,17,5
289,39,2051,2015-09-24,5,17,16,3,7,47,17,4
290,39,1694,2015-10-28,7,17,12,1,7,47,17,5
291,39,595,2016-02-19,1,46,14,3,7,47,17,2
292,39,739,2016-02-19,2,17,12,1,7,47,17,4
293,39,1720,2016-02-19,1,17,14,1,7,47,17,4
294,39,344,2016-08-30,7,17,16,1,7,47,17,5
295,39,569,2016-11-18,7,17,16,1,7,47,17,5
296,39,1075,2017-10-05,8,17,23,3,7,47,17,5
297,40,4914,2017-05-18,8,17,2,1,7,16,27,4
298,40,514,2017-06-02,2,17,2,1,7,16,27,4
299,40,2225,2017-06-20,2,45,5,1,7,16,27,4
300,40,1653,2017-08-30,8,47,2,2,7,16,27,3
301,40,5291,2017-08-30,8,17,2,1,7,16,27,5
302,40,2684,2017-10-12,6,45,2,2,7,16,27,2
303,40,4477,2017-10-12,6,17,5,1,7,16,27,3
304,40,3738,2017-10-20,2,45,5,1,7,16,27,5
305,40,792,2017-10-31,6,17,9,3,7,16,27,5
306,40,2950,2017-11-15,2,62,5,1,7,16,27,4
307,40,1434,2017-11-16,2,17,5,1,7,16,27,5
308,40,2393,2017-12-05,2,17,2,1,7,16,27,5
309,40,2907,2017-12-12,2,54,5,1,7,16,27,5
310,41,4743,2017-05-31,7,21,2,1,9,23,29,4
311,41,607,2017-06-15,5,46,9,3,9,23,29,4
312,41,3668,2017-07-07,2,62,5,1,9,23,29,4
313,41,3007,2017-07-17,2,62,5,1,9,23,29,5
314,41,4127,2017-07-24,4,17,5,1,9,23,29,5
315,41,3883,2017-08-15,2,62,5,1,9,23,29,5
316,41,459,2017-09-20,2,17,5,1,9,23,29,5
317,41,618,2017-09-25,5,17,5,1,9,23,29,4
318,41,1695,2017-09-25,2,17,5,1,9,23,29,4
319,41,2069,2017-09-25,8,17,5,1,9,23,29,5
320,41,61,2017-10-02,2,17,5,1,9,23,29,4
321,41,773,2017-10-08,2,17,5,1,9,23,29,5
322,41,3336,2017-10-08,2,62,5,3,9,23,29,1
323,41,3435,2017-10-23,8,62,5,1,9,23,29,2
324,41,843,2017-11-16,8,46,5,1,9,23,29,4
325,41,1046,2017-11-16,3,21,5,1,9,23,29,5
326,41,1656,2017-11-16,8,17,9,1,9,23,29,5
327,41,1605,2017-12-18,8,46,5,1,9,23,29,3
328,42,1274,2014-06-05,4,17,12,1,11,39,30,5
329,42,2437,2016-11-16,2,16,14,2,11,39,30,4
330,42,2436,2016-12-08,2,48,9,1,11,39,30,5
331,42,2915,2016-12-08,2,54,9,2,11,39,30,3
332,42,3340,2016-12-08,1,27,9,1,11,39,30,5
333,42,4526,2017-01-20,2,17,9,1,11,39,30,4
334,42,3085,2017-02-27,2,3,12,1,11,39,30,5
335,42,259,2017-05-01,2,17,9,1,11,39,30,4
336,42,3926,2017-05-01,5,27,12,1,11,39,30,5
337,42,2292,2017-06-07,2,62,14,1,11,39,30,5
338,43,2006,2016-06-23,7,46,2,1,6,12,20,5
339,43,5352,2016-06-28,8,17,2,1,6,12,20,5
340,43,1466,2016-07-29,2,46,5,1,6,12,20,4
341,43,4514,2016-07-29,2,17,2,1,6,12,20,5
342,43,2641,2017-09-18,2,57,5,1,6,12,20,5
343,44,1488,2017-08-20,4,17,12,1,13,67,18,5
344,44,4367,2017-08-21,4,49,12,3,13,67,18,4
345,44,1585,2017-08-24,2,17,20,1,13,67,18,5
346,44,2578,2017-08-25,2,47,20,2,13,67,18,5
347,44,1225,2017-10-10,5,17,12,1,13,67,18,5
348,44,462,2017-10-25,5,17,16,1,13,67,18,5
349,44,3033,2017-10-25,2,54,12,1,13,67,18,5
350,44,423,2017-10-29,5,46,16,1,13,67,18,5
351,44,2532,2017-12-03,2,11,14,1,13,67,18,5
352,45,3084,2017-10-30,8,17,9,1,7,19,19,5
353,45,5115,2017-10-30,1,17,9,1,7,19,19,5
354,45,5317,2017-10-30,8,17,9,2,7,19,19,5
355,45,2322,2017-11-02,2,17,9,2,7,19,19,4
356,45,2552,2017-11-05,2,15,5,1,7,19,19,5
357,46,1946,2016-03-09,7,17,5,1,3,23,17,4
358,46,1970,2016-03-09,3,17,5,1,3,23,17,5
359,46,2414,2016-03-14,2,62,9,1,3,23,17,4
360,46,959,2016-03-16,8,17,5,1,3,23,17,4
361,46,3563,2016-04-01,2,62,5,1,3,23,17,5
362,47,456,2015-07-16,1,17,9,1,7,46,25,5
363,47,782,2015-07-16,7,33,9,1,7,46,25,5
364,47,4882,2015-07-16,1,46,5,2,7,46,25,5
365,47,959,2016-02-17,2,17,12,1,7,46,25,5
366,47,1839,2016-03-17,6,33,12,2,7,46,25,4
367,47,4496,2016-03-17,6,17,16,1,7,46,25,5
368,47,181,2016-03-23,2,17,14,1,7,46,25,2
369,47,19,2016-03-30,2,47,12,2,7,46,25,4
370,47,1720,2016-03-30,1,17,14,1,7,46,25,4
371,47,4895,2016-03-30,1,17,14,1,7,46,25,4
372,47,4263,2016-05-04,8,17,9,2,7,46,25,3
373,47,151,2016-09-07,2,33,14,1,7,46,25,5
374,48,491,2015-12-05,3,17,9,1,7,37,18,5
375,48,4212,2017-04-03,5,47,9,3,7,37,18,4
376,48,4805,2017-05-16,7,17,16,3,7,37,18,4
377,48,509,2017-11-12,8,47,16,3,7,37,18,5
378,48,1468,2017-11-12,8,17,12,1,7,37,18,5
379,48,2884,2017-11-12,8,62,20,1,7,37,18,4
380,48,4733,2017-11-12,8,17,16,3,7,37,18,5
381,49,3082,2016-03-27,6,45,9,1,8,22,25,4
382,49,2855,2016-06-24,2,17,9,2,8,22,25,4
383,49,5197,2016-06-24,6,17,9,1,8,22,25,4
384,49,5460,2016-07-17,2,17,9,2,8,22,25,4
385,49,3936,2016-07-20,2,66,5,1,8,22,25,4
386,49,3478,2016-08-04,2,66,9,1,8,22,25,4
387,49,3674,2016-08-04,1,3,9,1,8,22,25,5
388,49,179,2017-02-07,2,17,16,2,8,22,25,4
389,50,809,2013-01-22,3,21,5,1,8,28,23,4
390,50,1129,2013-03-30,3,21,5,1,8,28,23,5
391,50,1452,2015-02-16,5,46,5,1,8,28,23,4
392,50,1558,2015-06-28,7,17,2,2,8,28,23,4
393,50,1460,2015-10-01,4,17,5,1,8,28,23,5
394,50,4617,2016-03-09,7,17,5,1,8,28,23,4
395,51,176,2016-05-03,7,17,14,1,9,42,13,5
396,51,1335,2016-05-03,7,17,14,1,9,42,13,5
397,51,1100,2016-06-20,6,46,12,1,9,42,13,5
398,51,2006,2016-06-20,7,46,12,1,9,42,13,5
399,51,2756,2017-05-01,4,45,12,1,9,42,13,5
400,52,699,2016-10-17,7,17,9,1,10,37,17,4
401,52,5050,2017-04-24,4,17,9,1,10,37,17,4
402,52,4821,2017-04-27,1,17,9,1,10,37,17,3
403,52,4378,2017-07-24,4,17,9,1,10,37,17,5
404,52,5267,2017-07-24,7,17,9,1,10,37,17,3
405,52,746,2017-10-23,4,17,9,2,10,37,17,5
406,53,3581,2016-03-21,8,50,16,3,14,57,19,2
407,53,2699,2016-06-15,2,3,14,1,14,57,19,5
408,53,3168,2016-06-15,2,45,14,1,14,57,19,4
409,53,1686,2016-08-02,8,17,14,1,14,57,19,5
410,53,31,2016-09-22,8,46,16,1,14,57,19,5
411,53,3448,2017-12-27,2,24,14,1,14,57,19,4
412,53,3541,2017-12-27,2,62,16,1,14,57,19,4
413,54,579,2016-06-15,6,17,20,1,15,57,35,5
414,54,900,2016-06-15,2,17,20,1,15,57,35,5
415,54,1060,2016-06-15,2,17,14,1,15,57,35,5
416,54,1722,2016-06-15,5,17,20,1,15,57,35,5
417,54,1870,2016-06-15,5,21,21,1,15,57,35,5
418,54,2099,2016-06-15,6,17,20,1,15,57,35,5
419,54,3347,2016-06-15,2,3,20,1,15,57,35,5
420,54,5041,2016-06-15,2,33,14,1,15,57,35,5
421,54,5350,2016-06-15,5,17,5,1,15,57,35,5
422,54,293,2016-06-17,5,17,20,3,15,57,35,5
423,54,1354,2016-06-17,1,17,20,1,15,57,35,5
424,54,609,2016-09-17,5,17,20,1,15,57,35,5
425,54,1384,2016-09-17,2,17,14,1,15,57,35,5
426,54,4554,2016-09-17,5,17,5,1,15,57,35,5
427,54,4991,2016-09-17,5,17,12,1,15,57,35,5
428,55,2324,2016-05-04,4,17,5,3,4,7,33,5
429,55,4554,2016-05-04,2,17,2,1,4,7,33,5
430,55,4449,2016-05-13,6,17,2,1,4,7,33,5
431,55,5396,2016-05-19,2,17,2,1,4,7,33,5
432,55,449,2016-06-11,1,17,2,2,4,7,33,4
433,55,2891,2016-06-11,2,45,2,2,4,7,33,2
434,55,2814,2016-06-12,2,17,5,1,4,7,33,5
435,56,290,2016-08-01,8,17,12,1,8,32,32,5
436,56,366,2016-08-01,8,17,14,1,8,32,32,5
437,56,595,2016-08-01,8,46,14,1,8,32,32,5
438,56,1398,2016-08-01,8,17,16,1,8,32,32,5
439,56,1563,2016-08-01,8,17,12,1,8,32,32,5
440,56,1657,2016-08-01,8,17,12,1,8,32,32,5
441,56,1905,2016-08-01,5,17,12,1,8,32,32,4
442,56,5001,2016-08-01,8,17,14,1,8,32,32,5
443,56,5509,2016-08-01,8,17,9,1,8,32,32,5
444,57,1814,2015-10-08,5,17,20,3,10,72,13,3
445,57,2214,2016-01-30,2,24,23,1,10,72,13,5
446,57,3400,2016-01-30,2,16,20,1,10,72,13,5
447,57,451,2016-02-14,5,17,23,1,10,72,13,5
448,57,3803,2016-02-18,2,11,20,1,10,72,13,4
449,57,1830,2016-02-29,2,17,23,1,10,72,13,5
450,57,4734,2016-03-28,2,17,23,1,10,72,13,4
451,57,921,2017-12-26,5,17,23,3,10,72,13,4
452,57,3070,2017-12-26,2,62,23,1,10,72,13,5
453,58,866,2014-04-09,3,17,16,2,6,37,46,4
454,58,192,2014-11-07,3,17,16,2,6,37,46,5
455,58,677,2017-05-02,5,17,16,1,6,37,46,5
456,58,1482,2017-05-14,3,17,16,1,6,37,46,5
457,58,5263,2017-05-14,3,21,16,1,6,37,46,4
458,59,3461,2017-09-09,1,45,12,1,8,32,17,4
459,59,3678,2017-09-09,4,48,14,3,8,32,17,5
460,59,2588,2017-09-13,8,62,9,3,8,32,17,1
461,59,3548,2017-09-16,2,24,9,1,8,32,17,4
462,59,3,2017-10-01,1,17,12,3,8,32,17,5
463,59,2845,2017-10-01,2,62,12,1,8,32,17,1
464,59,3227,2017-10-01,8,62,9,2,8,32,17,4
465,59,4020,2017-10-11,2,62,5,2,8,32,17,4
466,60,795,2015-11-09,7,21,17,1,12,62,15,4
