,user_id,item_id,rating
126,21,2451,4
127,21,644,5
128,22,604,5
129,22,3344,5
130,22,4120,5
131,23,92,4
132,23,122,5
133,23,462,5
134,23,2155,2
135,23,2297,5
136,23,2494,4
137,23,2711,4
138,23,3083,5
139,24,5168,5
140,24,1295,5
141,24,701,5
142,25,1514,4
143,25,1452,5
144,25,486,5
145,25,5008,5
146,26,5038,5
147,26,3158,5
148,26,62,4
149,26,1043,5
150,26,3980,5
151,26,4014,5
152,26,4332,4
153,27,1783,4
154,27,4510,4
155,27,1567,5
156,27,4185,5
157,28,1112,4
158,28,1387,5
159,28,1259,4
160,28,1562,3
161,28,4373,3
162,28,969,5
163,28,1514,4
164,28,797,5
165,28,3958,5
166,29,4303,5
167,29,3344,5
168,29,3131,5
169,30,1319,5
170,30,1020,5
171,30,3168,5
172,31,1080,5
173,31,240,5
174,31,763,5
175,31,1222,5
176,31,3329,5
177,31,3572,5
178,31,4897,5
179,31,4946,5
180,31,5470,5
181,32,1124,5
182,32,4247,5
183,32,2804,5
184,32,4109,3
185,32,5113,1
186,32,2292,1
187,32,3754,5
188,33,5098,5
189,33,5317,4
190,33,3147,4
191,34,5491,5
192,34,797,5
193,34,2876,5
194,35,3963,4
195,35,1912,5
196,35,1806,4
197,35,4776,4
198,35,28,3
199,36,1588,5
200,36,1647,4
201,36,1795,5
202,36,1823,5
203,36,1475,5
204,36,662,5
205,37,1665,4
206,37,1987,5
207,37,4163,4
208,38,5361,5
209,38,252,3
210,38,3758,4
211,38,79,5
212,39,1829,5
213,39,2051,4
214,39,1694,5
215,39,595,2
216,39,739,4
217,39,1720,4
218,39,344,5
219,40,4914,4
220,40,514,4
221,40,2225,4
222,40,1653,3
223,40,5291,5
224,40,2684,2
225,40,4477,3
226,40,3738,5
227,40,792,5
228,40,2950,4
229,40,1434,5
230,41,4743,4
231,41,607,4
232,41,3668,4
233,41,3007,5
234,41,4127,5
235,41,3883,5
236,41,459,5
237,41,618,4
238,41,1695,4
239,41,2069,5
240,41,61,4
241,41,773,5
242,41,3336,1
243,41,3435,2
244,41,843,4
245,41,1046,5
246,42,1274,5
247,42,2437,4
248,42,2436,5
249,42,2915,3
250,42,3340,5
251,42,4526,4
252,42,3085,5
253,42,259,4
254,43,2006,5
255,43,5352,5
256,43,1466,4
257,44,1488,5
258,44,4367,4
259,44,1585,5
260,44,2578,5
261,44,1225,5
262,44,462,5
263,44,3033,5
264,45,3084,5
265,45,5115,5
266,45,5317,5
267,46,1946,4
268,46,1970,5
269,46,2414,4
270,47,456,5
271,47,782,5
272,47,4882,5
273,47,959,5
274,47,1839,4
275,47,4496,5
276,47,181,2
277,47,19,4
278,47,1720,4
279,47,4895,4
280,48,491,5
281,48,4212,4
282,48,4805,4
283,48,509,5
284,48,1468,5
285,49,3082,4
286,49,2855,4
287,49,5197,4
288,49,5460,4
289,49,3936,4
290,49,3478,4
291,50,809,4
292,50,1129,5
293,50,1452,4
294,50,1558,4
295,51,176,5
296,51,1335,5
297,51,1100,5
298,52,699,4
299,52,5050,4
300,52,4821,3
301,52,4378,5
302,53,3581,2
303,53,2699,5
304,53,3168,4
305,53,1686,5
306,53,31,5
307,54,579,5
308,54,900,5
309,54,1060,5
310,54,1722,5
311,54,1870,5
312,54,2099,5
313,54,3347,5
314,54,5041,5
315,54,5350,5
316,54,293,5
317,54,1354,5
318,54,609,5
319,54,1384,5
320,55,2324,5
321,55,4554,5
322,55,4449,5
323,55,5396,5
324,55,449,4
325,56,290,5
326,56,366,5
327,56,595,5
328,56,1398,5
329,56,1563,5
330,56,1657,5
331,56,1905,4
332,57,1814,3
333,57,2214,5
334,57,3400,5
335,57,451,5
336,57,3803,4
337,57,1830,5
338,57,4734,4
339,58,866,4
340,58,192,5
341,58,677,5
342,59,3461,4
343,59,3678,5
344,59,2588,1
345,59,3548,4
346,59,3,5
347,59,2845,1
348,60,795,4
349,60,4478,5
350,60,5326,4
351,60,1827,5
352,61,4825,3
353,61,4505,5
354,61,3705,3
355,61,4450,5
356,62,795,5
357,62,641,5
358,62,2133,5
359,62,2790,5
360,62,1365,3
361,62,1677,5
362,63,2671,5
363,63,2392,5
364,63,303,4
365,63,2601,4
366,63,2913,5
367,63,3366,5
368,63,4375,4
369,63,1704,5
370,64,4475,4
371,64,74,5
372,64,4479,4
373,64,4417,4
374,64,2404,5
375,64,1543,4
376,64,2335,5
377,65,872,5
378,65,1167,4
379,65,5147,3
380,65,1846,5
381,65,4792,2
382,66,1082,5
383,66,2017,5
384,66,1307,5
385,67,1755,5
386,67,5345,5
387,67,484,5
388,67,15,5
389,67,4663,5
390,67,4747,5
391,67,4517,5
392,67,210,5
393,68,1865,4
394,68,1020,4
395,68,579,5
396,68,2034,5
397,68,533,5
398,68,1687,4
399,68,4505,5
400,68,694,5
401,69,633,5
402,69,165,4
403,69,355,5
404,69,474,4
405,69,5205,5
406,70,1403,5
407,70,4234,5
408,70,467,5
409,71,1044,4
410,71,3717,4
411,71,4013,3
412,71,2876,4
413,71,694,2
414,71,617,1
415,71,4228,5
416,71,1204,5
417,71,2578,5
418,71,2994,5
419,71,1365,4
420,71,4734,4
421,71,1340,5
422,71,3488,4
423,72,564,4
424,72,714,3
425,72,2100,2
426,72,1850,4
427,72,5116,3
428,73,572,5
429,73,1014,4
430,73,2065,5
431,73,4189,4
432,73,442,5
433,73,1599,5
434,74,4434,4
435,74,2003,5
436,74,1832,5
437,74,1857,4
438,74,3089,4
439,74,3534,5
440,74,4408,5
441,74,472,5
442,75,1514,5
443,75,4941,5
444,75,5259,5
445,75,5254,5
446,75,698,5
447,75,1419,4
448,75,4468,5
449,75,4014,5
450,75,5404,5
451,76,1484,4
452,76,1647,5
453,76,1656,5
454,76,4332,5
455,76,5151,5
456,76,329,4
457,76,4749,5
458,76,1462,3
459,77,659,3
460,77,1417,5
461,77,5270,4
462,78,548,5
463,78,1976,5
464,78,1841,4
465,79,47,5
466,79,855,4
467,79,1735,4
468,79,3661,4
469,79,4976,5
470,79,5398,5
471,79,385,4
472,79,900,5
473,79,3340,4
474,79,819,5
475,79,4163,5
476,79,724,4
477,79,2604,5
478,79,5207,5
479,79,279,5
480,79,2048,5
481,79,4993,5
482,79,5396,4
483,79,1311,5
484,79,5018,5
485,79,186,3
486,79,4420,5
487,79,4765,5
488,79,124,4
489,80,1765,4
490,80,3571,5
491,80,808,4
492,81,2000,5
493,81,3092,3
494,81,4115,5
495,82,1618,5
496,82,4283,4
497,82,693,5
498,82,572,4
499,82,644,5
500,82,1094,5
501,82,1318,5
502,83,35,5
503,83,1901,4
504,83,791,4
505,83,3172,5
506,83,3168,4
507,84,1790,1
508,84,4640,5
509,84,2094,5
510,84,5000,5
511,84,239,5
512,84,1659,5
513,84,2923,4
514,85,1806,5
515,85,660,4
516,85,1609,5
517,85,1673,5
518,86,3336,5
519,86,2196,4
520,86,4375,4
521,86,5128,5
522,86,2543,5
523,86,3639,5
524,86,3894,5
525,86,2069,5
526,87,1659,5
527,87,2993,5
528,87,882,4
529,87,1324,5
530,87,528,5
531,88,918,4
532,88,1193,5
533,88,1954,4
534,89,1424,5
535,89,3092,5
536,89,4255,5
537,90,1129,5
538,90,2471,5
539,90,2033,5
540,91,3273,3
541,91,2077,4
542,91,3494,3
543,91,754,3
544,91,1364,4
545,91,1534,4
546,91,1932,5
547,91,2629,3
548,91,3594,5
549,92,238,5
550,92,5414,5
551,92,2958,5
552,92,3699,5
553,92,535,5
554,92,2852,5
555,92,2176,5
556,92,525,5
557,92,739,5
558,92,423,5
559,92,1243,5
560,92,3278,5
561,92,4078,5
562,92,3737,5
563,92,3839,5
564,92,4189,5
565,92,4323,5
566,92,2683,5
567,92,5356,5
568,92,1189,5
569,92,2541,4
570,92,3253,4
571,92,3479,5
572,92,4481,4
573,92,2435,5
574,92,908,4
575,92,3283,5
576,92,3366,4
577,92,4976,5
578,92,1255,5
579,92,151,4
580,92,1328,4
581,92,3443,5
582,92,4577,5
583,92,5036,5
584,92,5385,5
585,92,672,4
586,92,2214,4
587,92,2633,5
588,92,3526,4
589,92,614,5
590,92,1194,5
591,92,1324,4
592,92,2106,4
593,92,3651,5
594,92,5079,4
595,92,1261,5
596,92,890,4
597,92,1879,5
598,92,1908,4
599,92,1999,5
600,92,4856,5
601,92,2768,5
602,92,4043,5
603,92,351,4
604,92,1433,5
605,92,1146,5
606,92,5297,4
607,92,4249,5
608,92,4377,5
609,92,5422,5
610,92,3938,5
611,93,748,5
612,93,1193,3
613,93,345,5
614,94,2046,5
615,94,538,4
616,94,2959,5
617,95,1356,3
618,95,347,5
619,95,3540,3
620,95,2596,5
621,95,2151,5
622,96,924,4
623,96,1708,4
624,96,1538,4
625,96,1759,4
626,97,165,5
627,97,3582,5
628,97,5208,5
629,97,1038,4
630,97,4662,5
631,97,4081,5
632,97,1718,5
633,98,4211,5
634,98,4250,5
635,98,2840,5
636,99,4824,4
637,99,4617,5
638,99,499,5
639,99,883,5
640,99,4838,4
641,100,2103,5
642,100,408,5
643,100,2412,5
644,101,2046,5
645,101,4102,5
646,101,2116,4
647,101,1855,5
648,102,1319,5
649,102,3898,5
650,102,766,5
651,102,4926,5
652,102,3703,5
653,102,142,5
654,103,1119,5
655,103,687,3
656,103,5385,4
657,103,1115,5
658,104,4555,4
659,104,3387,5
660,104,2095,5
661,104,2286,4
662,104,3078,5
663,104,5452,5
664,104,116,4
665,105,1568,5
666,105,4441,5
667,105,2006,5
668,105,5266,5
669,105,1553,5
670,106,2338,5
671,106,3678,5
672,106,3851,5
673,106,75,5
674,107,2578,5
675,107,2531,4
676,107,5186,4
677,107,3453,3
678,107,3293,5
679,107,4575,4
680,107,2500,5
681,107,3892,5
682,107,2599,4
683,107,2780,5
684,107,63,4
685,108,1356,5
686,108,3268,5
687,108,748,3
688,108,228,4
689,109,1193,3
690,109,806,4
691,109,4708,5
692,110,523,5
693,110,3402,5
694,110,3663,5
695,110,581,5
696,110,1234,5
697,110,3786,1
698,110,4267,5
699,110,3045,5
700,111,3034,5
701,111,4187,5
702,111,4306,5
703,111,385,5
704,111,756,4
705,112,1856,4
706,112,4785,5
707,112,4609,4
708,112,4331,4
709,112,3501,4
710,112,4080,5
711,112,1031,5
712,112,5019,5
713,112,2614,5
714,112,2855,5
715,112,5234,5
716,112,1074,5
717,112,5304,5
718,112,318,5
719,112,4654,5
720,112,5199,4
721,112,1970,5
722,112,158,5
723,112,2118,3
724,112,5157,3
725,113,766,5
726,113,1806,5
727,113,1623,5
728,113,112,4
729,113,638,5
730,113,2239,5
731,113,4008,4
732,113,4302,5
733,114,4013,5
734,114,470,5
735,114,2963,5
736,114,4746,3
737,114,954,3
738,114,5375,4
739,114,4791,5
740,114,4361,4
741,114,4478,5
742,114,2152,4
743,114,1365,4
744,115,538,4
745,115,1083,5
746,115,1714,4
747,116,1005,4
748,116,1629,5
749,116,1720,5
750,116,761,4
751,117,3050,5
752,117,3563,5
753,117,4880,4
754,118,3563,5
755,118,3478,5
756,118,3983,4
757,118,908,5
758,119,1274,4
759,119,2194,5
760,119,1439,5
761,120,491,5
762,120,3457,5
763,120,1156,5
764,120,1439,5
765,121,777,2
766,121,1628,5
767,121,1208,5
768,121,5210,5
769,121,219,5
770,122,2035,5
771,122,1870,5
772,122,3457,3
773,123,938,5
774,123,825,4
775,123,1495,5
776,123,1588,5
777,123,1792,4
778,124,1647,5
779,124,1416,3
780,124,2814,5
781,124,1194,5
782,124,2913,5
783,124,5098,5
784,124,2189,5
785,124,3793,5
786,124,908,5
787,124,3310,4
788,125,2832,4
789,125,2843,4
790,125,3783,4
791,125,4255,5
792,125,658,4
793,125,2435,5
794,125,3477,5
795,125,3006,5
796,126,2377,5
797,126,3142,5
798,126,4462,5
799,126,1486,5
800,126,615,4
801,126,1252,3
802,127,623,5
803,127,1807,5
804,127,2082,5
805,127,4786,5
806,128,980,5
807,128,1112,5
808,128,4171,5
809,128,502,5
810,129,4705,5
811,129,5491,5
812,129,499,5
813,129,248,5
814,129,455,5
815,129,1508,4
816,129,2636,5
817,129,4202,5
818,129,278,5
819,129,583,5
820,129,2891,5
821,129,3804,5
822,129,4995,5
823,129,296,4
824,129,92,4
825,129,1059,5
826,129,2501,5
827,130,800,5
828,130,4182,5
829,130,4937,5
830,131,177,3
831,131,405,5
832,131,673,4
833,131,3133,5
834,132,484,4
835,132,805,3
836,132,350,3
837,132,1267,1
838,133,1403,4
839,133,3537,5
840,133,486,4
841,134,165,5
842,134,4442,5
843,134,5006,5
844,135,5384,5
845,135,781,4
846,135,1559,5
847,136,234,5
848,136,658,3
849,136,1724,3
850,136,4344,4
851,136,4539,4
852,136,4547,5
853,136,5240,5
854,136,4752,5
855,136,401,4
856,136,1198,3
857,136,4773,5
858,136,5113,3
859,137,2212,5
860,137,1451,5
861,137,2374,4
862,137,2899,5
863,138,777,5
864,138,1387,5
865,138,3096,5
866,138,1551,5
867,139,756,5
868,139,2044,4
869,139,518,5
870,139,843,5
871,140,858,4
872,140,2965,5
873,140,5282,2
874,140,1269,5
875,141,2840,4
876,141,1577,4
877,141,1130,4
878,141,1337,5
879,141,3561,4
880,141,1087,5
881,141,3692,4
882,141,863,5
883,141,1535,5
884,141,5261,5
885,141,136,5
886,141,633,5
887,141,4194,5
888,142,467,5
889,142,4643,4
890,142,1382,4
891,142,1568,4
892,142,522,5
893,142,1841,5
894,143,4918,5
895,143,114,4
896,143,2342,5
897,143,2702,5
898,143,3023,4
899,143,5268,3
900,143,3898,4
901,143,3707,5
902,143,883,4
903,143,1242,5
904,143,2296,3
905,144,2442,5
906,144,5465,4
907,144,737,4
908,144,2987,5
909,144,3366,5
910,144,4656,5
911,144,3564,4
912,144,3926,5
913,144,1347,4
914,144,4126,5
915,144,3393,3
916,145,1142,5
917,145,1395,5
918,145,1886,5
919,145,1935,5
920,146,4643,4
921,146,2030,5
922,146,5440,5
923,146,3501,5
924,146,303,4
925,147,2378,5
926,147,2065,5
927,147,3692,5
928,148,1625,2
929,148,2058,5
930,148,2959,5
931,148,2797,5
932,148,3538,3
933,148,3692,4
934,148,649,5
935,148,526,4
936,148,1568,5
937,148,1735,5
938,148,2007,5
939,148,206,5
940,148,1832,5
941,149,1239,4
942,149,3268,5
943,149,591,5
944,150,491,5
945,150,1514,5
946,150,460,5
947,151,1345,4
948,151,1747,5
949,151,641,4
950,151,538,5
951,152,1110,5
952,152,274,5
953,152,224,5
954,152,4004,5
955,153,1061,5
956,153,1998,5
957,153,4683,5
958,153,5510,5
959,154,248,4
960,154,962,5
961,154,3110,5
962,154,2712,5
963,154,961,3
964,154,3921,5
965,154,1248,5
966,155,2065,5
967,155,5012,3
968,155,1289,3
969,155,2037,4
970,155,2596,4
971,155,2699,5
972,155,3445,5
973,155,4375,4
974,155,4656,4
975,156,2175,4
976,156,3377,5
977,156,3379,5
978,157,2044,4
979,157,5001,5
980,157,4072,5
981,157,5430,4
982,157,4448,5
983,157,1948,4
984,158,1167,5
985,158,2658,4
986,158,1735,5
987,158,2394,4
988,158,3357,3
989,158,961,3
990,159,369,3
991,159,806,3
992,159,5125,5
993,160,975,5
994,160,1856,1
995,160,3538,1
996,161,5325,4
997,161,564,4
998,161,2851,5
999,161,1386,5
1000,161,2058,5
1001,162,1416,5
1002,162,4824,4
1003,162,1212,5
1004,162,4587,5
1005,162,2286,5
1006,162,238,5
1007,162,2674,5
1008,162,3897,5
1009,163,1726,5
1010,163,1621,5
1011,163,1568,5
1012,164,1681,3
1013,164,2212,3
1014,164,455,5
1015,164,3550,4
1016,164,1368,5
1017,164,5153,4
1018,164,797,5
1019,164,839,4
1020,164,2638,5
1021,165,189,5
1022,165,206,3
1023,165,1971,4
1024,165,5114,5
1025,165,1031,5
1026,166,1927,4
1027,166,2054,5
1028,166,1406,5
1029,167,597,5
1030,167,2,5
1031,167,239,4
1032,167,1647,5
1033,167,4643,5
1034,168,71,5
1035,168,2717,5
1036,168,2083,5
1037,168,2174,5
1038,168,2797,5
1039,168,3692,5
1040,168,5008,5
1041,169,957,5
1042,169,1823,5
1043,169,4224,5
1044,169,1403,5
1045,170,4701,5
1046,170,1673,5
1047,170,4462,4
1048,170,361,5
1049,171,777,5
1050,171,2773,5
1051,171,5299,4
1052,171,150,5
1053,171,2854,5
1054,171,4791,5
1055,171,5384,5
1056,171,5435,5
1057,172,629,5
1058,172,1205,4
1059,172,4187,2
1060,172,3845,4
1061,172,3917,5
1062,172,4600,5
1063,172,1882,5
1064,172,2242,5
1065,172,4269,4
1066,173,895,5
1067,173,591,5
1068,173,344,5
1069,174,2046,4
1070,174,4617,4
1071,174,1676,5
1072,175,3,5
1073,175,703,4
1074,175,4595,5
1075,176,975,5
1076,176,4791,5
1077,176,69,5
1078,176,144,4
1079,177,1156,4
1080,177,868,5
1081,177,4276,5
1082,177,2200,5
1083,177,1586,3
1084,177,1814,3
1085,177,649,5
1086,177,4094,4
1087,177,900,5
1088,177,4095,5
1089,177,4568,5
1090,177,5264,5
1091,177,614,5
1092,177,3501,5
1093,177,3445,5
1094,177,2773,5
1095,177,4308,5
1096,178,902,5
1097,178,3612,5
1098,178,5304,5
1099,178,2137,5
1100,178,4470,5
1101,178,4129,5
1102,179,4796,5
1103,179,4838,5
1104,179,5167,4
1105,180,1482,5
1106,180,4347,5
1107,180,4703,5
1108,180,887,5
1109,180,3299,5
1110,180,1849,5
1111,181,2149,5
1112,181,434,5
1113,181,2394,4
1114,181,3206,5
1115,181,3400,4
1116,181,4885,4
1117,181,756,4
1118,181,956,5
1119,181,1384,4
1120,181,2601,5
1121,181,4876,5
1122,181,1510,5
1123,181,2882,4
1124,181,3573,3
1125,181,3494,5
1126,181,4444,5
1127,181,841,2
1128,181,1145,4
1129,181,2810,4
1130,181,3602,5
1131,182,3181,5
1132,182,4499,4
1133,182,2282,4
1134,183,2764,4
1135,183,2758,3
1136,183,2888,5
1137,184,1824,5
1138,184,881,4
1139,184,5338,5
1140,184,2959,5
1141,184,3963,5
1142,184,1163,5
1143,184,3458,5
1144,184,4470,4
1145,184,564,4
1146,184,4727,5
1147,184,3299,5
1148,184,5185,5
1149,184,181,5
1150,184,1681,5
1151,184,2609,3
1152,184,1347,5
1153,184,4665,5
1154,184,2763,4
1155,184,5199,5
1156,184,941,5
1157,184,288,5
1158,184,3546,5
1159,184,2953,5
1160,184,1816,5
1161,184,1882,5
1162,184,3101,4
1163,185,188,5
1164,185,1466,5
1165,185,4612,5
1166,186,1514,5
1167,186,2804,3
1168,186,1451,5
1169,186,3252,5
1170,186,1973,5
1171,186,2212,5
1172,187,2590,2
1173,187,3134,5
1174,187,3887,4
1175,187,3043,5
1176,187,3952,4
1177,187,3966,5
1178,187,2657,2
1179,187,3336,5
1180,187,3960,3
1181,188,1152,4
1182,188,4974,5
1183,188,2009,5
1184,188,180,5
1185,188,517,5
1186,188,4398,5
1187,188,565,5
1188,189,2442,5
1189,189,2216,5
1190,189,4213,4
1191,190,3230,4
1192,190,2357,5
1193,190,2604,5
1194,191,1824,5
1195,191,3738,4
1196,191,5352,4
1197,191,4639,4
1198,192,4167,5
1199,192,206,4
1200,192,820,5
1201,193,2098,4
1202,193,5264,5
1203,193,3074,4
1204,194,1436,5
1205,194,4374,5
1206,194,4486,5
1207,194,2350,3
1208,194,2336,5
1209,194,5239,5
1210,194,4916,5
1211,194,5236,4
1212,195,1718,4
1213,195,193,4
1214,195,1208,3
1215,195,384,4
1216,195,2589,5
1217,195,5444,5
1218,195,4578,5
1219,195,884,5
1220,195,157,3
1221,195,1392,3
1222,195,2953,3
1223,195,1479,5
1224,195,3156,5
1225,195,4334,5
1226,195,514,5
1227,195,1334,5
1228,195,1851,3
1229,195,1101,5
1230,196,1618,4
1231,196,1193,3
1232,196,4194,5
1233,197,3112,1
1234,197,2388,5
1235,197,1424,5
1236,197,3705,5
1237,197,3803,4
1238,197,2044,5
1239,197,3807,5
1240,197,2383,5
1241,197,3284,5
1242,197,4446,5
1243,198,1778,5
1244,198,2123,5
1245,198,3537,5
1246,198,5162,5
1247,198,2983,5
1248,198,3412,5
1249,198,5215,5
1250,198,3761,5
1251,198,210,5
1252,198,2781,5
1253,199,664,4
1254,199,949,5
1255,199,1204,5
1256,199,1634,4
1257,199,1725,5
1258,199,3041,4
1259,199,4172,5
1260,199,4426,4
1261,199,3959,5
1262,199,81,5
1263,199,216,5
1264,199,620,5
1265,199,635,4
1266,199,734,5
1267,199,1164,5
1268,199,1248,5
1269,199,1340,5
1270,199,2106,3
1271,199,2876,5
1272,199,2890,5
1273,199,3518,4
1274,199,3846,4
1275,199,4419,5
1276,199,4576,5
1277,199,4746,5
1278,200,5299,4
1279,200,595,5
1280,200,491,4
1281,201,538,5
1282,201,1558,5
1283,201,5375,4
1284,202,721,5
1285,202,1404,5
1286,202,1038,5
1287,203,2814,4
1288,203,4888,3
1289,203,943,3
1290,203,2738,5
1291,203,3045,4
1292,203,4375,3
1293,204,3497,4
1294,204,3894,5
1295,204,4134,5
1296,204,2189,5
1297,204,3582,5
1298,204,540,5
1299,204,1695,5
1300,204,4297,5
1301,205,623,4
1302,205,1436,4
1303,205,652,4
1304,206,3526,3
1305,206,4143,4
1306,206,4207,4
1307,206,3850,5
1308,206,1380,5
1309,206,2178,5
1310,206,2206,5
1311,206,2243,5
1312,206,2312,4
1313,206,2456,5
1314,206,2723,4
1315,206,2754,4
1316,206,3163,4
1317,206,3654,5
1318,206,4053,5
1319,206,4113,5
1320,206,4633,4
1321,207,297,4
1322,207,1474,5
1323,207,1549,5
1324,208,290,5
1325,208,2817,5
1326,208,3573,5
1327,208,595,5
1328,208,4168,5
1329,208,2336,5
1330,208,1267,5
1331,208,3142,5
1332,208,1337,5
1333,208,2694,4
1334,208,317,5
1335,208,3399,5
1336,208,843,5
1337,208,135,5
1338,208,4734,5
1339,208,2682,5
1340,208,1338,5
1341,208,4529,5
1342,208,5469,5
1343,208,1466,5
1344,208,434,5
1345,208,1856,5
1346,208,1891,5
1347,208,1118,4
1348,208,5426,5
1349,209,451,4
1350,209,4621,4
1351,209,2065,5
1352,209,509,3
1353,209,1261,5
1354,209,2281,5
1355,209,5500,5
1356,210,1824,5
1357,210,422,5
1358,210,4784,5
1359,211,4901,5
1360,211,2678,5
1361,211,2738,5
1362,212,655,4
1363,212,4626,5
1364,212,1601,4
1365,212,2849,4
1366,212,3045,4
1367,212,4066,4
1368,212,4492,4
1369,212,1369,5
1370,213,1439,5
1371,213,12,5
1372,213,1100,4
1373,214,2537,5
1374,214,2383,4
1375,214,2680,5
1376,215,1008,5
1377,215,2214,5
1378,215,3666,5
1379,215,1034,5
1380,215,5012,5
1381,215,4078,5
1382,215,1094,5
1383,215,4656,5
1384,216,1112,5
1385,216,834,4
1386,216,2657,4
1387,216,272,5
1388,216,3817,5
1389,216,136,5
1390,216,323,3
1391,217,1649,5
1392,217,1755,4
1393,217,3530,5
1394,217,4519,5
1395,218,895,5
1396,218,1558,2
1397,218,623,3
1398,218,4800,5
1399,219,1478,5
1400,219,4901,4
1401,219,1441,5
1402,219,2731,5
1403,219,2812,5
1404,219,5359,5
1405,219,1783,4
1406,219,2609,5
1407,219,3314,4
1408,219,4128,5
1409,219,1803,5
1410,219,4976,5
1411,220,4465,4
1412,220,989,4
1413,220,1242,5
1414,220,1414,4
1415,220,1796,5
1416,220,2038,4
1417,220,4083,4
1418,220,326,4
1419,220,962,5
1420,221,1249,5
1421,221,2046,5
1422,221,1532,5
1423,221,1867,5
1424,221,1011,5
1425,221,2717,5
1426,221,3540,4
1427,221,636,5
1428,221,3434,3
1429,222,2629,4
1430,222,4183,5
1431,222,587,5
1432,222,1552,5
1433,222,2047,4
1434,222,3619,5
1435,222,3678,4
1436,222,4061,5
1437,222,655,4
1438,222,1566,5
1439,222,3401,5
1440,222,5079,5
1441,223,4901,5
1442,223,1032,5
1443,223,1823,5
1444,223,4348,5
1445,223,4127,5
1446,223,2214,5
1447,223,2017,5
1448,223,2846,5
1449,223,2497,5
1450,223,5223,4
1451,223,1117,5
1452,223,1337,5
1453,223,5012,5
1454,223,381,5
1455,223,449,5
1456,223,525,5
1457,223,1087,5
1458,223,1853,5
1459,223,4525,5
1460,223,4656,5
1461,223,4926,5
1462,223,384,5
1463,223,468,5
1464,223,801,5
1465,223,2086,4
1466,223,181,5
1467,223,205,5
1468,223,246,5
1469,223,410,5
1470,223,1209,4
1471,223,1566,5
1472,223,1968,5
1473,223,3310,4
1474,223,4093,5
1475,224,4087,3
1476,224,5083,4
1477,224,5279,5
1478,224,3228,5
1479,224,5343,4
1480,224,1462,3
1481,225,5056,5
1482,225,3537,5
1483,225,191,5
1484,226,1518,5
1485,226,1814,3
1486,226,1439,5
1487,227,957,4
1488,227,1763,3
1489,227,4193,3
1490,227,265,4
1491,227,3292,4
1492,227,2711,5
1493,228,1207,4
1494,228,3300,5
1495,228,4380,5
1496,229,2441,5
1497,229,3139,3
1498,229,3762,5
1499,230,1966,4
1500,230,5231,5
1501,230,1337,5
1502,230,1421,5
1503,230,250,5
1504,230,4885,3
1505,230,4200,4
1506,231,667,5
1507,231,3277,4
1508,231,535,4
1509,232,4398,5
1510,232,888,5
1511,232,1268,4
1512,233,411,4
1513,233,1287,4
1514,233,1340,5
1515,234,484,4
1516,234,491,4
1517,234,4661,5
1518,234,1574,5
1519,234,4517,5
1520,234,224,5
1521,235,517,5
1522,235,4224,4
1523,235,3806,5
1524,236,1452,5
1525,236,4398,5
1526,236,647,5
1527,236,5285,5
1528,236,5361,4
1529,236,457,5
1530,237,2100,4
1531,237,1553,5
